tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	HT	0.0	243.3	60.7	2.0	2	9	0.0	LRb.16a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 18:59:21	u	Sandstone	961.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.16	pmagpy-4.2.113: demag_gui	LRb.16a
This study	HT	0.0	231.8	55.9	1.6	2	1	0.0	LRb.17a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:57:04	u	Sandstone	961.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.17	pmagpy-4.2.113: demag_gui	LRb.17a
This study	HT	0.0	289.0	12.8	1.6	2	1	100.0	LRb.17a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:57:04	u	Sandstone	961.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.17	pmagpy-4.2.113: demag_gui	LRb.17a
This study	MT	9.7	293.2	3.3	7.3	2	1	100.0	LRb.17a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:57:04	u	Sandstone	928.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.17	pmagpy-4.2.113: demag_gui	LRb.17a
This study	MT	9.7	250.6	57.8	7.3	2	1	0.0	LRb.17a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:57:04	u	Sandstone	928.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.17	pmagpy-4.2.113: demag_gui	LRb.17a
This study																		LP-NOMAG		LRb.18		LRb.18a
This study	HT	0.0	263.6	60.5	1.6	2	1	0.0	LRb.19a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:04:33	u	Sandstone	961.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.19	pmagpy-4.2.113: demag_gui	LRb.19a
This study	MT	3.4	266.1	58.1	10.0	2	8	0.0	LRb.19a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:04:33	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.19	pmagpy-4.2.113: demag_gui	LRb.19a
This study	HT	0.0	298.7	-1.4	1.6	2	1	100.0	LRb.19a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:04:33	u	Sandstone	961.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.19	pmagpy-4.2.113: demag_gui	LRb.19a
This study	MT	3.4	297.4	-3.8	10.0	2	8	100.0	LRb.19a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:04:33	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.19	pmagpy-4.2.113: demag_gui	LRb.19a
This study	HT	0.0	274.2	78.6	1.8	2	6	0.0	LRb.1a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:52:32	u	Sandstone	957.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.1	pmagpy-4.2.113: demag_gui	LRb.1a
This study	MT	6.6	285.4	74.2	5.5	2	9	0.0	LRb.1a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:52:32	u	Sandstone	933.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.1	pmagpy-4.2.113: demag_gui	LRb.1a
This study	HT	0.0	315.3	6.5	1.8	2	6	100.0	LRb.1a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:52:32	u	Sandstone	957.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.1	pmagpy-4.2.113: demag_gui	LRb.1a
This study	MT	6.6	314.2	1.5	5.5	2	9	100.0	LRb.1a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:52:32	u	Sandstone	933.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.1	pmagpy-4.2.113: demag_gui	LRb.1a
This study	MT	6.0	303.3	0.4	3.4	2	1	100.0	LRb.20a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:06:19	u	Sandstone	928.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.20	pmagpy-4.2.113: demag_gui	LRb.20a
This study	HT	0.0	249.7	70.0	1.4	2	8	0.0	LRb.20a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:06:19	u	Sandstone	959.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.20	pmagpy-4.2.113: demag_gui	LRb.20a
This study	MT	6.0	265.9	65.4	3.4	2	1	0.0	LRb.20a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:06:19	u	Sandstone	928.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.20	pmagpy-4.2.113: demag_gui	LRb.20a
This study	HT	0.0	304.6	7.9	1.4	2	8	100.0	LRb.20a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:06:19	u	Sandstone	959.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.20	pmagpy-4.2.113: demag_gui	LRb.20a
This study	MT	3.1	290.4	-3.2	3.1	2	12	100.0	LRb.21a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:09:07	u	Sandstone	938.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.21	pmagpy-4.2.113: demag_gui	LRb.21a
This study	MT	3.1	258.8	52.5	3.1	2	12	0.0	LRb.21a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:09:07	u	Sandstone	938.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.21	pmagpy-4.2.113: demag_gui	LRb.21a
This study	HT	0.0	287.5	4.8	3.3	2	7	100.0	LRb.21a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:09:07	u	Sandstone	959.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.21	pmagpy-4.2.113: demag_gui	LRb.21a
This study	HT	0.0	244.8	52.9	3.3	2	7	0.0	LRb.21a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:09:07	u	Sandstone	959.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.21	pmagpy-4.2.113: demag_gui	LRb.21a
This study	MT	3.5	259.8	51.8	3.7	2	8	0.0	LRb.22a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:10:37	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.22	pmagpy-4.2.113: demag_gui	LRb.22a
This study	HT	0.0	257.1	55.8	1.7	2	6	0.0	LRb.22a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:10:37	u	Sandstone	953.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.22	pmagpy-4.2.113: demag_gui	LRb.22a
This study	MT	3.5	290.1	-4.1	3.7	2	8	100.0	LRb.22a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:10:37	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.22	pmagpy-4.2.113: demag_gui	LRb.22a
This study	HT	0.0	292.9	-0.8	1.7	2	6	100.0	LRb.22a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:10:37	u	Sandstone	953.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.22	pmagpy-4.2.113: demag_gui	LRb.22a
This study	MT	4.3	291.9	-2.8	2.1	2	12	100.0	LRb.23a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:12:03	u	Sandstone	938.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.23	pmagpy-4.2.113: demag_gui	LRb.23a
This study	HT	0.0	224.4	62.4	8.1	2	8	0.0	LRb.23a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:12:03	u	Sandstone	961.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.23	pmagpy-4.2.113: demag_gui	LRb.23a
This study	MT	4.3	259.4	54.0	2.1	2	12	0.0	LRb.23a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:12:03	u	Sandstone	938.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.23	pmagpy-4.2.113: demag_gui	LRb.23a
This study	HT	0.0	295.5	16.8	8.1	2	8	100.0	LRb.23a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:12:03	u	Sandstone	961.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.23	pmagpy-4.2.113: demag_gui	LRb.23a
This study	HT	0.0	228.1	42.5	3.8	1	7	0.0	LRb.24a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:13:29	u	Sandstone	959.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.24	pmagpy-4.2.113: demag_gui	LRb.24a
This study	HT	0.0	275.0	13.7	3.8	1	7	100.0	LRb.24a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:13:29	u	Sandstone	959.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.24	pmagpy-4.2.113: demag_gui	LRb.24a
This study	HT	0.0	238.0	52.5	4.6	2	6	0.0	LRb.25a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:14:59	u	Sandstone	957.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.25	pmagpy-4.2.113: demag_gui	LRb.25a
This study	MT	8.2	251.6	57.7	8.7	2	9	0.0	LRb.25a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:14:59	u	Sandstone	928.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.25	pmagpy-4.2.113: demag_gui	LRb.25a
This study	HT	0.0	286.1	8.7	4.6	2	6	100.0	LRb.25a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:14:59	u	Sandstone	957.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.25	pmagpy-4.2.113: demag_gui	LRb.25a
This study	MT	8.2	293.3	2.7	8.7	2	9	100.0	LRb.25a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:14:59	u	Sandstone	928.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.25	pmagpy-4.2.113: demag_gui	LRb.25a
This study	MT	7.1	248.7	53.2	4.6	2	11	0.0	LRb.26a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:16:28	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.26	pmagpy-4.2.113: demag_gui	LRb.26a
This study	HT	0.0	236.6	42.2	2.5	2	6	0.0	LRb.26a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:16:28	u	Sandstone	955.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.26	pmagpy-4.2.113: demag_gui	LRb.26a
This study	MT	7.1	288.6	2.7	4.6	2	11	100.0	LRb.26a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:16:28	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.26	pmagpy-4.2.113: demag_gui	LRb.26a
This study	HT	0.0	275.7	7.4	2.5	2	6	100.0	LRb.26a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:16:28	u	Sandstone	955.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.26	pmagpy-4.2.113: demag_gui	LRb.26a
This study	HT	0.0	193.4	68.8	2.4	1	7	0.0	LRb.27a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:17:56	u	Sandstone	955.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.27	pmagpy-4.2.113: demag_gui	LRb.27a
This study	HT	0.0	306.1	27.0	2.4	1	7	100.0	LRb.27a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:17:56	u	Sandstone	955.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.27	pmagpy-4.2.113: demag_gui	LRb.27a
This study	MT	8.2	294.0	-8.5	9.9	2	1	100.0	LRb.28a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:19:22	u	Sandstone	928.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.28	pmagpy-4.2.113: demag_gui	LRb.28a
This study	HT	0.0	293.8	0.1	1.5	2	7	100.0	LRb.28a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:19:22	u	Sandstone	957.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.28	pmagpy-4.2.113: demag_gui	LRb.28a
This study	MT	8.2	269.3	52.7	9.9	2	1	0.0	LRb.28a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:19:22	u	Sandstone	928.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.28	pmagpy-4.2.113: demag_gui	LRb.28a
This study	HT	0.0	256.5	57.1	1.5	2	7	0.0	LRb.28a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:19:22	u	Sandstone	957.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.28	pmagpy-4.2.113: demag_gui	LRb.28a
This study	HT	0.0	285.6	53.0	1.8	1	8	0.0	LRb.29a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:20:51	u	Sandstone	959.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.29	pmagpy-4.2.113: demag_gui	LRb.29a
This study	HT	0.0	301.2	-15.3	1.8	1	8	100.0	LRb.29a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:20:51	u	Sandstone	959.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.29	pmagpy-4.2.113: demag_gui	LRb.29a
This study	HT	0.0	246.0	80.2	2.3	2	6	0.0	LRb.2a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:54:05	u	Sandstone	957.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.2	pmagpy-4.2.113: demag_gui	LRb.2a
This study	MT	13.1	274.8	68.0	6.1	2	8	0.0	LRb.2a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:54:05	u	Sandstone	928.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.2	pmagpy-4.2.113: demag_gui	LRb.2a
This study	HT	0.0	314.2	11.8	2.3	2	6	100.0	LRb.2a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:54:05	u	Sandstone	957.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.2	pmagpy-4.2.113: demag_gui	LRb.2a
This study	MT	13.1	307.5	-0.8	6.1	2	8	100.0	LRb.2a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-10-01 08:54:05	u	Sandstone	928.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.2	pmagpy-4.2.113: demag_gui	LRb.2a
This study	HT	0.0	302.8	-1.5	2.6	2	9	100.0	LRb.30a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:22:35	u	Sandstone	961.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.30	pmagpy-4.2.113: demag_gui	LRb.30a
This study	MT	1.6	301.4	-4.7	4.7	2	1	100.0	LRb.30a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:22:35	u	Sandstone	928.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.30	pmagpy-4.2.113: demag_gui	LRb.30a
This study	HT	0.0	268.8	63.9	2.6	2	9	0.0	LRb.30a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:22:35	u	Sandstone	961.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.30	pmagpy-4.2.113: demag_gui	LRb.30a
This study	MT	1.6	272.3	60.8	4.7	2	1	0.0	LRb.30a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:22:35	u	Sandstone	928.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.30	pmagpy-4.2.113: demag_gui	LRb.30a
This study	MT	7.3	275.1	57.9	5.7	2	6	0.0	LRb.31a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:25:20	u	Sandstone	903.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.31	pmagpy-4.2.113: demag_gui	LRb.31a
This study	HT	0.0	285.8	62.0	1.2	2	7	0.0	LRb.31a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:25:20	u	Sandstone	957.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.31	pmagpy-4.2.113: demag_gui	LRb.31a
This study	MT	7.3	300.2	-7.7	5.7	2	6	100.0	LRb.31a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:25:20	u	Sandstone	903.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.31	pmagpy-4.2.113: demag_gui	LRb.31a
This study	HT	0.0	307.0	-8.3	1.2	2	7	100.0	LRb.31a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:25:20	u	Sandstone	957.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.31	pmagpy-4.2.113: demag_gui	LRb.31a
This study	HT	0.0	313.9	5.1	1.6	2	7	100.0	LRb.32a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:26:47	u	Sandstone	961.0	949.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.32	pmagpy-4.2.113: demag_gui	LRb.32a
This study	HT	0.0	275.0	76.6	1.6	2	7	0.0	LRb.32a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:26:47	u	Sandstone	961.0	949.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.32	pmagpy-4.2.113: demag_gui	LRb.32a
This study	MT	6.9	280.0	68.4	1.8	2	11	0.0	LRb.32a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:26:47	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.32	pmagpy-4.2.113: demag_gui	LRb.32a
This study	MT	6.9	309.2	-1.9	1.8	2	11	100.0	LRb.32a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:26:47	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.32	pmagpy-4.2.113: demag_gui	LRb.32a
This study	HT	0.0	183.8	82.0	0.9	1	9	0.0	LRb.33a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:28:16	u	Sandstone	961.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.33	pmagpy-4.2.113: demag_gui	LRb.33a
This study	HT	0.0	318.6	20.1	0.9	1	9	100.0	LRb.33a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 19:28:16	u	Sandstone	961.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.33	pmagpy-4.2.113: demag_gui	LRb.33a
This study	MT	7.0	300.1	8.9	4.0	2	11	100.0	LRb.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:40:53	u	Sandstone	928.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.34	pmagpy-4.2.113: demag_gui	LRb.34a
This study	HT	0.0	310.5	11.4	2.7	2	6	100.0	LRb.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:40:53	u	Sandstone	957.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.34	pmagpy-4.2.113: demag_gui	LRb.34a
This study	HT	0.0	243.8	76.6	2.7	2	6	0.0	LRb.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:40:53	u	Sandstone	957.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.34	pmagpy-4.2.113: demag_gui	LRb.34a
This study	MT	7.0	243.6	66.1	4.0	2	11	0.0	LRb.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:40:53	u	Sandstone	928.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.34	pmagpy-4.2.113: demag_gui	LRb.34a
This study	HT	0.0	261.5	86.2	3.8	2	6	0.0	LRb.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:42:30	u	Sandstone	959.0	949.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.35	pmagpy-4.2.113: demag_gui	LRb.35a
This study	MT	7.8	263.5	74.1	5.8	2	9	0.0	LRb.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:42:30	u	Sandstone	923.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.35	pmagpy-4.2.113: demag_gui	LRb.35a
This study	HT	0.0	320.6	12.2	3.8	2	6	100.0	LRb.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:42:30	u	Sandstone	959.0	949.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.35	pmagpy-4.2.113: demag_gui	LRb.35a
This study	MT	7.8	310.2	5.8	5.8	2	9	100.0	LRb.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:42:30	u	Sandstone	923.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.35	pmagpy-4.2.113: demag_gui	LRb.35a
This study	MT	4.8	304.4	4.7	4.1	2	11	100.0	LRb.36a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:44:00	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.36	pmagpy-4.2.113: demag_gui	LRb.36a
This study	MT	4.8	257.8	68.6	4.1	2	11	0.0	LRb.36a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:44:00	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.36	pmagpy-4.2.113: demag_gui	LRb.36a
This study	HT	0.0	298.7	8.2	3.3	2	7	100.0	LRb.36a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:44:00	u	Sandstone	957.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.36	pmagpy-4.2.113: demag_gui	LRb.36a
This study	HT	0.0	244.4	64.5	3.3	2	7	0.0	LRb.36a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:44:00	u	Sandstone	957.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.36	pmagpy-4.2.113: demag_gui	LRb.36a
This study	MT	8.7	253.3	57.2	3.5	2	11	0.0	LRb.37a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:45:26	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.37	pmagpy-4.2.113: demag_gui	LRb.37a
This study	HT	0.0	230.0	64.8	3.5	2	8	0.0	LRb.37a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:45:26	u	Sandstone	961.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.37	pmagpy-4.2.113: demag_gui	LRb.37a
This study	MT	8.7	293.2	1.7	3.5	2	11	100.0	LRb.37a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:45:26	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.37	pmagpy-4.2.113: demag_gui	LRb.37a
This study	HT	0.0	298.0	14.3	3.5	2	8	100.0	LRb.37a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:45:26	u	Sandstone	961.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.37	pmagpy-4.2.113: demag_gui	LRb.37a
This study	MT	3.1	276.6	68.5	6.0	2	12	0.0	LRb.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:46:49	u	Sandstone	938.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	LRb.38	pmagpy-4.2.113: demag_gui	LRb.38a
This study	MT	3.1	308.4	-0.9	6.0	2	12	100.0	LRb.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:46:49	u	Sandstone	938.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	LRb.38	pmagpy-4.2.113: demag_gui	LRb.38a
This study	HT	0.0	277.2	70.3	1.6	2	8	0.0	LRb.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:46:49	u	Sandstone	961.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.38	pmagpy-4.2.113: demag_gui	LRb.38a
This study	HT	0.0	309.8	0.2	1.6	2	8	100.0	LRb.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:46:49	u	Sandstone	961.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.38	pmagpy-4.2.113: demag_gui	LRb.38a
This study	HT	0.0	306.0	0.6	1.4	2	5	100.0	LRb.39a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:48:13	u	Sandstone	953.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	LRb.39	pmagpy-4.2.113: demag_gui	LRb.39a
This study	HT	0.0	269.6	67.7	1.4	2	5	0.0	LRb.39a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2021-09-30 13:48:13	u	Sandstone	953.0	943.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	LRb.39	pmagpy-4.2.113: demag_gui	LRb.39a
