tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	HT	0.0	272.5	4.4	18.9	2	6	100.0	BRd.23a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:00:37	u	Sandstone	936.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.23a	pmagpy-4.2.113: demag_gui	BRd.23a
This study																		LP-NOMAG		BRd.24a		BRd.24a
This study	HT	0.0	264.8	-13.1	2.5	2	1	100.0	BRd.25a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:45:10	u	Sandstone	958.0	936.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.25a	pmagpy-4.2.113: demag_gui	BRd.25a
This study	MT	4.0	255.5	45.7	18.7	2	13	0.0	BRd.25a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:45:10	u	Sandstone	913.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.25a	pmagpy-4.2.113: demag_gui	BRd.25a
This study	HT	0.0	248.8	43.1	2.5	2	1	0.0	BRd.25a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:45:10	u	Sandstone	958.0	936.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.25a	pmagpy-4.2.113: demag_gui	BRd.25a
This study	MT	4.0	270.0	-15.0	18.7	2	13	100.0	BRd.25a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:45:10	u	Sandstone	913.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.25a	pmagpy-4.2.113: demag_gui	BRd.25a
This study	MT	7.0	273.0	39.9	21.9	2	11	0.0	BRd.27a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:03:40	u	Sandstone	913.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.27a	pmagpy-4.2.113: demag_gui	BRd.27a
This study	HT	0.0	255.2	41.2	9.7	2	6	0.0	BRd.27a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:03:40	u	Sandstone	950.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.27a	pmagpy-4.2.113: demag_gui	BRd.27a
This study	MT	7.0	277.1	-27.4	21.9	2	11	100.0	BRd.27a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:03:40	u	Sandstone	913.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.27a	pmagpy-4.2.113: demag_gui	BRd.27a
This study	HT	0.0	266.5	-18.0	9.7	2	6	100.0	BRd.27a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:03:40	u	Sandstone	950.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.27a	pmagpy-4.2.113: demag_gui	BRd.27a
This study	MT	2.5	279.2	-18.6	18.1	2	13	100.0	BRd.29a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:48:54	u	Sandstone	923.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.29a	pmagpy-4.2.113: demag_gui	BRd.29a
This study	HT	0.0	260.6	47.4	10.8	2	7	0.0	BRd.29a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:48:54	u	Sandstone	952.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.29a	pmagpy-4.2.113: demag_gui	BRd.29a
This study	MT	2.5	268.9	48.4	18.1	2	13	0.0	BRd.29a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:48:54	u	Sandstone	923.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.29a	pmagpy-4.2.113: demag_gui	BRd.29a
This study	HT	0.0	273.9	-16.1	10.8	2	7	100.0	BRd.29a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:48:54	u	Sandstone	952.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.29a	pmagpy-4.2.113: demag_gui	BRd.29a
This study	MT	1.9	270.4	42.3	5.8	1	12	0.0	BRd.2a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:50:05	u	Sandstone	923.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.2a	pmagpy-4.2.113: demag_gui	BRd.2a
This study	MT	1.9	276.7	-24.3	5.8	1	12	100.0	BRd.2a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:50:05	u	Sandstone	923.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.2a	pmagpy-4.2.113: demag_gui	BRd.2a
This study	MT	1.6	260.7	-13.1	12.8	2	13	100.0	BRd.30a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:50:25	u	Sandstone	923.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.30a	pmagpy-4.2.113: demag_gui	BRd.30a
This study	HT	0.0	256.3	-17.0	4.5	2	9	100.0	BRd.30a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:50:25	u	Sandstone	952.0	934.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.30a	pmagpy-4.2.113: demag_gui	BRd.30a
This study	MT	1.6	245.6	40.0	12.8	2	13	0.0	BRd.30a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:50:25	u	Sandstone	923.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.30a	pmagpy-4.2.113: demag_gui	BRd.30a
This study	HT	0.0	246.4	34.3	4.5	2	9	0.0	BRd.30a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:50:25	u	Sandstone	952.0	934.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.30a	pmagpy-4.2.113: demag_gui	BRd.30a
This study	HT	0.0	274.3	-19.9	3.9	2	9	100.0	BRd.31a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-05-31 11:16:19	u	Sandstone	946.0	926.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.31a	pmagpy-4.2.113: demag_gui	BRd.31a
This study	MT	1.6	272.4	-17.0	4.8	2	12	100.0	BRd.31a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-05-31 11:16:19	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.31a	pmagpy-4.2.113: demag_gui	BRd.31a
This study	HT	0.0	264.4	44.7	3.9	2	9	0.0	BRd.31a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-05-31 11:16:19	u	Sandstone	946.0	926.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.31a	pmagpy-4.2.113: demag_gui	BRd.31a
This study	MT	1.6	259.8	45.8	4.8	2	12	0.0	BRd.31a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-05-31 11:16:19	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.31a	pmagpy-4.2.113: demag_gui	BRd.31a
This study	MT	11.7	253.7	58.6	9.9	2	14	0.0	BRd.32a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:05:10	u	Sandstone	926.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.32a	pmagpy-4.2.113: demag_gui	BRd.32a
This study	HT	0.0	256.3	33.7	5.4	2	6	0.0	BRd.32a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:05:10	u	Sandstone	954.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.32a	pmagpy-4.2.113: demag_gui	BRd.32a
This study	MT	11.7	278.5	-5.1	9.9	2	14	100.0	BRd.32a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:05:10	u	Sandstone	926.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.32a	pmagpy-4.2.113: demag_gui	BRd.32a
This study	HT	0.0	261.3	-23.7	5.4	2	6	100.0	BRd.32a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:05:10	u	Sandstone	954.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.32a	pmagpy-4.2.113: demag_gui	BRd.32a
This study	MT	9.9	253.9	67.2	7.0	2	12	0.0	BRd.33a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:07:49	u	Sandstone	926.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.33a	pmagpy-4.2.113: demag_gui	BRd.33a
This study	MT	9.9	284.7	1.0	7.0	2	12	100.0	BRd.33a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:07:49	u	Sandstone	926.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.33a	pmagpy-4.2.113: demag_gui	BRd.33a
This study	HT	0.0	269.3	-9.5	5.1	2	8	100.0	BRd.33a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:07:49	u	Sandstone	956.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.33a	pmagpy-4.2.113: demag_gui	BRd.33a
This study	HT	0.0	248.7	48.9	5.1	2	8	0.0	BRd.33a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:07:49	u	Sandstone	956.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.33a	pmagpy-4.2.113: demag_gui	BRd.33a
This study	MT	9.4	260.1	45.9	10.0	2	14	0.0	BRd.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:54:52	u	Sandstone	929.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.34a	pmagpy-4.2.113: demag_gui	BRd.34a
This study	HT	0.0	264.6	-28.0	4.1	2	9	100.0	BRd.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:54:52	u	Sandstone	954.0	936.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.34a	pmagpy-4.2.113: demag_gui	BRd.34a
This study	MT	9.4	272.6	-17.1	10.0	2	14	100.0	BRd.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:54:52	u	Sandstone	929.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.34a	pmagpy-4.2.113: demag_gui	BRd.34a
This study	HT	0.0	262.4	32.8	4.1	2	9	0.0	BRd.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:54:52	u	Sandstone	954.0	936.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.34a	pmagpy-4.2.113: demag_gui	BRd.34a
This study	HT	0.0	280.6	3.3	8.7	2	7	100.0	BRd.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:56:23	u	Sandstone	948.0	934.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.35a	pmagpy-4.2.113: demag_gui	BRd.35a
This study	MT	3.0	282.3	-17.0	6.2	2	12	100.0	BRd.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:56:23	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.35a	pmagpy-4.2.113: demag_gui	BRd.35a
This study	HT	0.0	243.0	65.6	8.7	2	7	0.0	BRd.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:56:23	u	Sandstone	948.0	934.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.35a	pmagpy-4.2.113: demag_gui	BRd.35a
This study	MT	3.0	271.5	51.3	6.2	2	12	0.0	BRd.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:56:23	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.35a	pmagpy-4.2.113: demag_gui	BRd.35a
This study	MT	3.5	245.4	52.6	14.9	2	12	0.0	BRd.36a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:09:26	u	Sandstone	926.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.36a	pmagpy-4.2.113: demag_gui	BRd.36a
This study	HT	0.0	252.6	47.4	5.4	2	5	0.0	BRd.36a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:09:26	u	Sandstone	950.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.36a	pmagpy-4.2.113: demag_gui	BRd.36a
This study	MT	3.5	270.9	-5.5	14.9	2	12	100.0	BRd.36a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:09:26	u	Sandstone	926.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.36a	pmagpy-4.2.113: demag_gui	BRd.36a
This study	HT	0.0	269.9	-12.4	5.4	2	5	100.0	BRd.36a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:09:26	u	Sandstone	950.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.36a	pmagpy-4.2.113: demag_gui	BRd.36a
This study	MT	4.0	261.2	42.1	11.6	2	12	0.0	BRd.37a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:00:57	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.37a	pmagpy-4.2.113: demag_gui	BRd.37a
This study	HT	0.0	243.4	37.9	7.2	2	6	0.0	BRd.37a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:00:57	u	Sandstone	952.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.37a	pmagpy-4.2.113: demag_gui	BRd.37a
This study	MT	4.0	270.6	-20.4	11.6	2	12	100.0	BRd.37a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:00:57	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.37a	pmagpy-4.2.113: demag_gui	BRd.37a
This study	HT	0.0	258.0	-12.9	7.2	2	6	100.0	BRd.37a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:00:57	u	Sandstone	952.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.37a	pmagpy-4.2.113: demag_gui	BRd.37a
This study	HT	0.0	261.7	1.4	14.5	2	6	100.0	BRd.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:10:59	u	Sandstone	952.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.38a	pmagpy-4.2.113: demag_gui	BRd.38a
This study	HT	0.0	228.8	48.2	14.5	2	6	0.0	BRd.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:10:59	u	Sandstone	952.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.38a	pmagpy-4.2.113: demag_gui	BRd.38a
This study	MT	2.7	216.9	44.1	12.1	2	17	0.0	BRd.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:10:59	u	Sandstone	934.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.38a	pmagpy-4.2.113: demag_gui	BRd.38a
This study	MT	2.7	255.0	7.7	12.1	2	17	100.0	BRd.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:10:59	u	Sandstone	934.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.38a	pmagpy-4.2.113: demag_gui	BRd.38a
This study	MT	9.8	252.9	56.7	6.8	2	17	0.0	BRd.39a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:03:57	u	Sandstone	936.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.39a	pmagpy-4.2.113: demag_gui	BRd.39a
This study	HT	0.0	236.2	39.2	9.5	2	6	0.0	BRd.39a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:03:57	u	Sandstone	952.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.39a	pmagpy-4.2.113: demag_gui	BRd.39a
This study	MT	9.8	276.8	-6.1	6.8	2	17	100.0	BRd.39a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:03:57	u	Sandstone	936.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.39a	pmagpy-4.2.113: demag_gui	BRd.39a
This study	HT	0.0	256.1	-7.5	9.5	2	6	100.0	BRd.39a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:03:57	u	Sandstone	952.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.39a	pmagpy-4.2.113: demag_gui	BRd.39a
This study	MT	3.7	267.0	50.0	16.5	2	13	0.0	BRd.3a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-05-26 12:10:56	u	Sandstone	913.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.3a	pmagpy-4.2.113: demag_gui	BRd.3a
This study	HT	0.0	281.3	-11.2	9.8	2	7	100.0	BRd.3a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-05-26 12:10:56	u	Sandstone	942.0	926.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.3a	pmagpy-4.2.113: demag_gui	BRd.3a
This study	MT	3.7	279.0	-16.6	16.5	2	13	100.0	BRd.3a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-05-26 12:10:56	u	Sandstone	913.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.3a	pmagpy-4.2.113: demag_gui	BRd.3a
This study	HT	0.0	264.8	55.7	9.8	2	7	0.0	BRd.3a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-05-26 12:10:56	u	Sandstone	942.0	926.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.3a	pmagpy-4.2.113: demag_gui	BRd.3a
This study	HT	0.0	261.9	46.9	9.6	2	6	0.0	BRd.40a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:05:33	u	Sandstone	952.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.40a	pmagpy-4.2.113: demag_gui	BRd.40a
This study	MT	3.8	267.2	48.7	7.4	2	18	0.0	BRd.40a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:05:33	u	Sandstone	936.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.40a	pmagpy-4.2.113: demag_gui	BRd.40a
This study	HT	0.0	274.3	-17.1	9.6	2	6	100.0	BRd.40a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:05:33	u	Sandstone	952.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.40a	pmagpy-4.2.113: demag_gui	BRd.40a
This study	MT	3.8	278.4	-17.8	7.4	2	18	100.0	BRd.40a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:05:33	u	Sandstone	936.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.40a	pmagpy-4.2.113: demag_gui	BRd.40a
This study																		LP-NOMAG		BRd.41a		BRd.41a
This study	MT	2.6	253.8	45.3	8.1	2	17	0.0	BRd.42a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:12:34	u	Sandstone	934.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.42a	pmagpy-4.2.113: demag_gui	BRd.42a
This study	HT	0.0	260.7	40.8	6.7	2	6	0.0	BRd.42a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:12:34	u	Sandstone	952.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.42a	pmagpy-4.2.113: demag_gui	BRd.42a
This study	MT	2.6	268.9	-14.4	8.1	2	17	100.0	BRd.42a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:12:34	u	Sandstone	934.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.42a	pmagpy-4.2.113: demag_gui	BRd.42a
This study	HT	0.0	269.3	-21.2	6.7	2	6	100.0	BRd.42a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:12:34	u	Sandstone	952.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.42a	pmagpy-4.2.113: demag_gui	BRd.42a
This study																		LP-NOMAG		BRd.43a		BRd.43a
This study	HT	0.0	252.0	-13.8	1.6	2	5	100.0	BRd.44a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:14:07	u	Sandstone	956.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.44a	pmagpy-4.2.113: demag_gui	BRd.44a
This study	HT	0.0	240.5	32.5	1.6	2	5	0.0	BRd.44a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:14:07	u	Sandstone	956.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.44a	pmagpy-4.2.113: demag_gui	BRd.44a
This study	MT	3.0	258.1	-18.3	17.7	2	17	100.0	BRd.44a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:14:07	u	Sandstone	938.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.44a	pmagpy-4.2.113: demag_gui	BRd.44a
This study	MT	3.0	249.0	34.9	17.7	2	17	0.0	BRd.44a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:14:07	u	Sandstone	938.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.44a	pmagpy-4.2.113: demag_gui	BRd.44a
This study	HT	0.0	260.7	55.2	3.4	2	5	0.0	BRd.46a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:13:19	u	Sandstone	956.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.46a	pmagpy-4.2.113: demag_gui	BRd.46a
This study	MT	3.0	276.6	53.2	6.0	2	14	0.0	BRd.46a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:13:19	u	Sandstone	926.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.46a	pmagpy-4.2.113: demag_gui	BRd.46a
This study	HT	0.0	279.1	-10.2	3.4	2	5	100.0	BRd.46a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:13:19	u	Sandstone	956.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.46a	pmagpy-4.2.113: demag_gui	BRd.46a
This study	MT	3.0	286.1	-16.8	6.0	2	14	100.0	BRd.46a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:13:19	u	Sandstone	926.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.46a	pmagpy-4.2.113: demag_gui	BRd.46a
This study	MT	9.9	232.9	52.3	11.8	2	12	0.0	BRd.47a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:15:06	u	Sandstone	923.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.47a	pmagpy-4.2.113: demag_gui	BRd.47a
This study	MT	9.9	266.5	0.8	11.8	2	12	100.0	BRd.47a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:15:06	u	Sandstone	923.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.47a	pmagpy-4.2.113: demag_gui	BRd.47a
This study	HT	0.0	277.8	3.7	3.6	2	5	100.0	BRd.47a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:15:06	u	Sandstone	956.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.47a	pmagpy-4.2.113: demag_gui	BRd.47a
This study	HT	0.0	238.5	63.6	3.6	2	5	0.0	BRd.47a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:15:06	u	Sandstone	956.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.47a	pmagpy-4.2.113: demag_gui	BRd.47a
This study	MT	9.3	272.8	33.5	18.3	2	11	0.0	BRd.48a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:17:57	u	Sandstone	923.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.48a	pmagpy-4.2.113: demag_gui	BRd.48a
This study	HT	0.0	262.0	39.4	2.3	2	6	0.0	BRd.48a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:17:57	u	Sandstone	958.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.48a	pmagpy-4.2.113: demag_gui	BRd.48a
This study	MT	9.3	273.0	-32.7	18.3	2	11	100.0	BRd.48a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:17:57	u	Sandstone	923.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.48a	pmagpy-4.2.113: demag_gui	BRd.48a
This study	HT	0.0	269.2	-22.9	2.3	2	6	100.0	BRd.48a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:17:57	u	Sandstone	958.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.48a	pmagpy-4.2.113: demag_gui	BRd.48a
This study	MT	1.4	241.9	37.3	10.4	2	11	0.0	BRd.49a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:19:30	u	Sandstone	923.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.49a	pmagpy-4.2.113: demag_gui	BRd.49a
This study	HT	0.0	245.0	35.1	1.7	2	9	0.0	BRd.49a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:19:30	u	Sandstone	958.0	942.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.49a	pmagpy-4.2.113: demag_gui	BRd.49a
This study	MT	1.4	256.7	-12.3	10.4	2	11	100.0	BRd.49a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 18:19:30	u	Sandstone	923.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.49a	pmagpy-4.2.113: demag_gui	BRd.49a
