tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lithologies	method_codes	sample	site
143.6	0.0	23.3	144.5	This study	-19	Sedimentary	Sediment Layer	1.56	Sandstone	SO-CMD-NORTH	WRF.14a	WRF
333.6	0.0	23.3	144.5	This study	-22	Sedimentary	Sediment Layer	3.5	Sandstone	SO-CMD-NORTH	WRF.15a	WRF
15.6	0.0	23.3	144.5	This study	-18	Sedimentary	Sediment Layer	3.52	Sandstone	SO-CMD-NORTH	WRF.16a	WRF
116.6	0.0	23.3	144.5	This study	-26	Sedimentary	Sediment Layer	3.54	Sandstone	SO-CMD-NORTH	WRF.17a	WRF
132.6	0.0	23.3	144.5	This study	-36	Sedimentary	Sediment Layer	3.58	Sandstone	SO-CMD-NORTH	WRF.18a	WRF
135.6	0.0	23.3	144.5	This study	-36	Sedimentary	Sediment Layer	3.62	Sandstone	SO-CMD-NORTH	WRF.19a	WRF
144.6	0.0	23.3	144.5	This study	-40	Sedimentary	Sediment Layer	4.02	Sandstone	SO-CMD-NORTH	WRF.20a	WRF
140.6	0.0	23.3	144.5	This study	-37	Sedimentary	Sediment Layer	4.06	Sandstone	SO-CMD-NORTH	WRF.21a	WRF
326.6	0.0	23.3	144.5	This study	-19	Sedimentary	Sediment Layer	4.13	Sandstone	SO-CMD-NORTH	WRF.22a	WRF
139.6	0.0	23.3	144.5	This study	-34	Sedimentary	Sediment Layer	8.83	Sandstone	SO-CMD-NORTH	WRF.23a	WRF
160.6	0.0	23.3	144.5	This study	-17	Sedimentary	Sediment Layer	8.88	Sandstone	SO-CMD-NORTH	WRF.24a	WRF
50.6	0.0	23.3	144.5	This study	-16	Sedimentary	Sediment Layer	8.95	Sandstone	SO-CMD-NORTH	WRF.25a	WRF
105.6	0.0	23.3	144.5	This study	-17	Sedimentary	Sediment Layer	9.06	Sandstone	SO-CMD-NORTH	WRF.26a	WRF
331.6	0.0	23.3	144.5	This study	-18	Sedimentary	Sediment Layer	17.73	Sandstone	SO-CMD-NORTH	WRF.27a	WRF
317.6	0.0	23.3	144.5	This study	-26	Sedimentary	Sediment Layer	18.1	Sandstone	SO-CMD-NORTH	WRF.28a	WRF
323.6	0.0	23.3	144.5	This study	-23	Sedimentary	Sediment Layer	18.2	Sandstone	SO-CMD-NORTH	WRF.29a	WRF
328.6	0.0	23.3	144.5	This study	-25	Sedimentary	Sediment Layer	18.87	Sandstone	SO-CMD-NORTH	WRF.30a	WRF
329.6	0.0	23.3	144.5	This study	-26	Sedimentary	Sediment Layer	18.89	Sandstone	SO-CMD-NORTH	WRF.31a	WRF
312.6	0.0	23.3	144.5	This study	-26	Sedimentary	Sediment Layer	20.0	Sandstone	SO-CMD-NORTH	WRF.32a	WRF
329.6	0.0	23.3	144.5	This study	-28	Sedimentary	Sediment Layer	20.13	Sandstone	SO-CMD-NORTH	WRF.33a	WRF
318.6	0.0	23.3	144.5	This study	-23	Sedimentary	Sediment Layer	20.71	Sandstone	SO-CMD-NORTH	WRF.34a	WRF
324.6	0.0	23.3	144.5	This study	-24	Sedimentary	Sediment Layer	20.76	Sandstone	SO-CMD-NORTH	WRF.35a	WRF
331.6	0.0	23.3	144.5	This study	-21	Sedimentary	Sediment Layer	22.24	Sandstone	SO-CMD-NORTH	WRF.36a	WRF
331.6	0.0	23.3	144.5	This study	-22	Sedimentary	Sediment Layer	22.61	Sandstone	SO-CMD-NORTH	WRF.37a	WRF
331.6	0.0	23.3	144.5	This study	-23	Sedimentary	Sediment Layer	27.54	Sandstone	SO-CMD-NORTH	WRF.38a	WRF
320.6	0.0	23.3	144.5	This study	-24	Sedimentary	Sediment Layer	27.8	Sandstone	SO-CMD-NORTH	WRF.39a	WRF
325.6	0.0	23.3	144.5	This study	-26	Sedimentary	Sediment Layer	28.45	Sandstone	SO-CMD-NORTH	WRF.40a	WRF
327.6	0.0	23.3	144.5	This study	-22	Sedimentary	Sediment Layer	30.3	Sandstone	SO-CMD-NORTH	WRF.41a	WRF
157.6	0.0	23.3	144.5	This study	-60	Sedimentary	Sediment Layer	36.62	Sandstone	SO-CMD-NORTH	WRF.42a	WRF
144.6	0.0	23.3	144.5	This study	-63	Sedimentary	Sediment Layer	36.72	Sandstone	SO-CMD-NORTH	WRF.43a	WRF
337.6	0.0	23.3	144.5	This study	-22	Sedimentary	Sediment Layer	37.75	Sandstone	SO-CMD-NORTH	WRF.44a	WRF
332.6	0.0	23.3	144.5	This study	-23	Sedimentary	Sediment Layer	37.9	Sandstone	SO-CMD-NORTH	WRF.45a	WRF
319.6	0.0	23.3	144.5	This study	-26	Sedimentary	Sediment Layer	38.3	Sandstone	SO-CMD-NORTH	WRF.46a	WRF
334.6	0.0	23.3	144.5	This study	-22	Sedimentary	Sediment Layer	39.0	Sandstone	SO-CMD-NORTH	WRF.47a	WRF
318.6	0.0	23.3	144.5	This study	-24	Sedimentary	Sediment Layer	39.3	Sandstone	SO-CMD-NORTH	WRF.48a	WRF
321.6	0.0	23.3	144.5	This study	-24	Sedimentary	Sediment Layer	39.7	Sandstone	SO-CMD-NORTH	WRF.49a	WRF
320.6	0.0	23.3	144.5	This study	-24	Sedimentary	Sediment Layer	42.6	Sandstone	SO-CMD-NORTH	WRF.50a	WRF
319.6	0.0	23.3	144.5	This study	-25	Sedimentary	Sediment Layer	42.77	Sandstone	SO-CMD-NORTH	WRF.51a	WRF
331.6	0.0	23.3	144.5	This study	-24	Sedimentary	Sediment Layer	49.55	Sandstone	SO-CMD-NORTH	WRF.52a	WRF
327.6	0.0	23.3	144.5	This study	-21	Sedimentary	Sediment Layer	48.45	Sandstone	SO-CMD-NORTH	WRF.53a	WRF
142.6	0.0	23.3	144.5	This study	-54	Sedimentary	Sediment Layer	55.6	Sandstone	SO-CMD-NORTH	WRF.54a	WRF
142.6	0.0	23.3	144.5	This study	-59	Sedimentary	Sediment Layer	55.8	Sandstone	SO-CMD-NORTH	WRF.55a	WRF
140.6	0.0	23.3	144.5	This study	-48	Sedimentary	Sediment Layer	55.9	Sandstone	SO-CMD-NORTH	WRF.56a	WRF
126.6	0.0	23.3	144.5	This study	-17	Sedimentary	Sediment Layer	56.0	Sandstone	SO-CMD-NORTH	WRF.57a	WRF
135.6	0.0	23.3	144.5	This study	-46	Sedimentary	Sediment Layer	56.35	Sandstone	SO-CMD-NORTH	WRF.58a	WRF
137.6	0.0	23.3	144.5	This study	-67	Sedimentary	Sediment Layer	56.6	Sandstone	SO-CMD-NORTH	WRF.59a	WRF
139.6	0.0	23.3	144.5	This study	-69	Sedimentary	Sediment Layer	57.4	Sandstone	SO-CMD-NORTH	WRF.60a	WRF
142.6	0.0	23.3	144.5	This study	-42	Sedimentary	Sediment Layer	58.8	Sandstone	SO-CMD-NORTH	WRF.61a	WRF
138.6	0.0	23.3	144.5	This study	-12	Sedimentary	Sediment Layer	59.65	Sandstone	SO-CMD-NORTH	WRF.63a	WRF
181.6	0.0	23.3	144.5	This study	-2	Sedimentary	Sediment Layer	59.7	Sandstone	SO-CMD-NORTH	WRF.64a	WRF
132.3	0.0	23.3	144.5	This study	-43	Sedimentary	Sediment Layer	59.8	Sandstone	SO-CMD-NORTH	WRF.65a	WRF
143.3	0.0	23.3	144.5	This study	-63	Sedimentary	Sediment Layer	59.95	Sandstone	SO-CMD-NORTH	WRF.66a	WRF
140.6	0.0	23.3	144.5	This study	-52	Sedimentary	Sediment Layer	60.0	Sandstone	SO-CMD-NORTH	WRF.67a	WRF
144.0	0.0	23.3	144.5	This study	-61	Sedimentary	Sediment Layer	60.15	Sandstone	SO-CMD-NORTH	WRF.68a	WRF
290.6	0.0	23.3	144.5	This study	-29	Sedimentary	Sediment Layer	62.0	Sandstone	SO-CMD-NORTH	WRF.69a	WRF
191.6	0.0	23.3	144.5	This study	-46	Sedimentary	Sediment Layer	62.1	Sandstone	SO-CMD-NORTH	WRF.70a	WRF
170.6	0.0	23.3	144.5	This study	-24	Sedimentary	Sediment Layer	62.3	Sandstone	SO-CMD-NORTH	WRF.71a	WRF
232.6	0.0	23.3	144.5	This study	-26	Sedimentary	Sediment Layer	62.35	Sandstone	SO-CMD-NORTH	WRF.72a	WRF
179.6	0.0	23.3	144.5	This study	-27	Sedimentary	Sediment Layer	62.4	Sandstone	SO-CMD-NORTH	WRF.73a	WRF
170.6	0.0	23.3	144.5	This study	-35	Sedimentary	Sediment Layer	62.5	Sandstone	SO-CMD-NORTH	WRF.74a	WRF
169.6	0.0	23.3	144.5	This study	-39	Sedimentary	Sediment Layer	62.75	Sandstone	SO-CMD-NORTH	WRF.75a	WRF
147.6	0.0	23.3	144.5	This study	-52	Sedimentary	Sediment Layer	65.1	Sandstone	SO-CMD-NORTH	WRF.76a	WRF
179.6	0.0	23.3	144.5	This study	-57	Sedimentary	Sediment Layer	65.15	Sandstone	SO-CMD-NORTH	WRF.77a	WRF
142.6	0.0	23.3	144.5	This study	-65	Sedimentary	Sediment Layer	65.2	Sandstone	SO-CMD-NORTH	WRF.78a	WRF
166.6	0.0	23.3	144.5	This study	-19	Sedimentary	Sediment Layer	66.65	Sandstone	SO-CMD-NORTH	WRF.79a	WRF
189.6	0.0	23.3	144.5	This study	-65	Sedimentary	Sediment Layer	67.25	Sandstone	SO-CMD-NORTH	WRF.80a	WRF
146.6	0.0	23.3	144.5	This study	-60	Sedimentary	Sediment Layer	67.35	Sandstone	SO-CMD-NORTH	WRF.81a	WRF
152.9	0.0	23.3	144.5	This study	-68	Sedimentary	Sediment Layer	67.5	Sandstone	SO-CMD-NORTH	WRF.82a	WRF
153.7	0.0	23.3	144.5	This study	-50	Sedimentary	Sediment Layer	67.95	Sandstone	SO-CMD-NORTH	WRF.83a	WRF
154.6	0.0	23.3	144.5	This study	-51	Sedimentary	Sediment Layer	68.0	Sandstone	SO-CMD-NORTH	WRF.84a	WRF
150.2	0.0	23.3	144.5	This study	-51	Sedimentary	Sediment Layer	68.05	Sandstone	SO-CMD-NORTH	WRF.85a	WRF
161.6	0.0	23.3	144.5	This study	-42	Sedimentary	Sediment Layer	69.45	Sandstone	SO-CMD-NORTH	WRF.86a	WRF
