tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	weight	location	site
PF18-44b	PF18-44b_LP-DIR-T	PF18-44		mht	294.3	-22.3	2	16	100	2.0	4.5	923	723	K		hargrave 2021-06-10 14:37:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-44
PF18-45a	PF18-45a_LP-DIR-T	PF18-45		mt	284.8	3.3	3	6	100	3.8	6.7	863	808	K		hargrave 2021-06-10 14:38:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-45
PF18-45a	PF18-45a_LP-DIR-T	PF18-45		hdt	281.1	8.7	3	14	100	0.0	3.9	968	937	K		hargrave 2021-06-10 14:38:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-45
PF18-45a	PF18-45a_LP-DIR-T	PF18-45		lt	323.8	-2.2	3	4	100	18.8	2.7	473	323	K		hargrave 2021-06-10 14:38:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-45
PF18-45a	PF18-45a_LP-DIR-T	PF18-45		hdt	219.0	60.0	3	14	0	0.0	3.9	968	937	K		hargrave 2021-06-10 14:38:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-45
PF18-45a	PF18-45a_LP-DIR-T	PF18-45		lt	0.6	73.6	3	4	0	18.8	2.7	473	323	K		hargrave 2021-06-10 14:38:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-45
PF18-45a	PF18-45a_LP-DIR-T	PF18-45		mt	164.5	36.7	3	6	-1	3.8	6.7	863	808	K		hargrave 2021-06-10 14:38:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-45
PF18-45a	PF18-45a_LP-DIR-T	PF18-45		mt	231.2	63.0	3	6	0	3.8	6.7	863	808	K		hargrave 2021-06-10 14:38:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-45
PF18-45a	PF18-45a_LP-DIR-T	PF18-45		lt	214.5	60.9	3	4	-1	18.8	2.7	473	323	K		hargrave 2021-06-10 14:38:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-45
PF18-45a		PF18-45																	This study			0.01259	Potato River Falls	PF18-45
PF18-45a	PF18-45a_LP-DIR-T	PF18-45		hdt	156.5	35.8	3	14	-1	0.0	3.9	968	937	K		hargrave 2021-06-10 14:38:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-45
PF18-46a	PF18-46a_LP-DIR-T	PF18-46		mht	287.2	-14.0	3	12	100	11.4	6.1	903	773	K		hargrave 2021-06-10 14:40:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-46
PF18-46a	PF18-46a_LP-DIR-T	PF18-46		lt	322.1	-3.6	3	3	100	13.1	1.3	423	323	K		hargrave 2021-06-10 14:40:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-46
PF18-46a	PF18-46a_LP-DIR-T	PF18-46		hdt	284.2	5.5	3	13	100	0.0	5.1	968	941	K		hargrave 2021-06-10 14:40:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-46
PF18-46a	PF18-46a_LP-DIR-T	PF18-46		mht	264.4	56.9	3	12	0	11.4	6.1	903	773	K		hargrave 2021-06-10 14:40:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-46
PF18-46a	PF18-46a_LP-DIR-T	PF18-46		lt	352.9	73.9	3	3	0	13.1	1.3	423	323	K		hargrave 2021-06-10 14:40:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-46
PF18-46a	PF18-46a_LP-DIR-T	PF18-46		hdt	226.1	62.7	3	13	0	0.0	5.1	968	941	K		hargrave 2021-06-10 14:40:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-46
PF18-46a	PF18-46a_LP-DIR-T	PF18-46		mht	199.3	36.7	3	12	-1	11.4	6.1	903	773	K		hargrave 2021-06-10 14:40:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-46
PF18-46a	PF18-46a_LP-DIR-T	PF18-46		hdt	174.5	40.9	3	13	-1	0.0	5.1	968	941	K		hargrave 2021-06-10 14:40:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-46
PF18-46a		PF18-46																	This study			0.013669999999999998	Potato River Falls	PF18-46
PF18-46a	PF18-46a_LP-DIR-T	PF18-46		lt	225.6	69.9	3	3	-1	13.1	1.3	423	323	K		hargrave 2021-06-10 14:40:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-46
PF18-47a	PF18-47a_LP-DIR-T	PF18-47		lt	326.5	-11.5	3	4	100	29.0	4.5	473	323	K		hargrave 2021-06-10 14:42:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-47
PF18-47a	PF18-47a_LP-DIR-T	PF18-47		mt	288.0	-5.9	3	4	100	3.4	5.9	863	833	K		hargrave 2021-06-10 14:42:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-47
PF18-47a	PF18-47a_LP-DIR-T	PF18-47		hdt	282.6	-7.7	3	13	100	0.0	3.6	968	941	K		hargrave 2021-06-10 14:42:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-47
PF18-47a	PF18-47a_LP-DIR-T	PF18-47		lt	348.4	65.0	3	4	0	29.0	4.5	473	323	K		hargrave 2021-06-10 14:42:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-47
PF18-47a	PF18-47a_LP-DIR-T	PF18-47		hdt	250.2	56.9	3	13	0	0.0	3.6	968	941	K		hargrave 2021-06-10 14:42:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-47
PF18-47a	PF18-47a_LP-DIR-T	PF18-47		mt	252.5	62.5	3	4	0	3.4	5.9	863	833	K		hargrave 2021-06-10 14:42:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-47
PF18-47a	PF18-47a_LP-DIR-T	PF18-47		mt	193.5	35.8	3	4	-1	3.4	5.9	863	833	K		hargrave 2021-06-10 14:42:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-47
PF18-47a	PF18-47a_LP-DIR-T	PF18-47		hdt	193.5	30.1	3	13	-1	0.0	3.6	968	941	K		hargrave 2021-06-10 14:42:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-47
PF18-47a	PF18-47a_LP-DIR-T	PF18-47		lt	236.9	64.1	3	4	-1	29.0	4.5	473	323	K		hargrave 2021-06-10 14:42:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-47
PF18-47a		PF18-47																	This study			0.01005	Potato River Falls	PF18-47
PF18-48a	PF18-48a_LP-DIR-T	PF18-48		lt	316.6	1.5	3	4	100	22.2	2.5	473	323	K		hargrave 2021-06-10 14:43:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-48
PF18-48a	PF18-48a_LP-DIR-T	PF18-48		mt	281.3	7.3	3	5	100	3.4	0.8	723	598	K		hargrave 2021-06-10 14:43:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-48
PF18-48a	PF18-48a_LP-DIR-T	PF18-48		hdt	280.3	9.5	3	15	100	0.0	2.9	968	933	K		hargrave 2021-06-10 14:43:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-48
PF18-48a	PF18-48a_LP-DIR-T	PF18-48		lt	347.1	81.3	3	4	0	22.2	2.5	473	323	K		hargrave 2021-06-10 14:43:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-48
PF18-48a	PF18-48a_LP-DIR-T	PF18-48		mt	221.7	60.0	3	5	0	3.4	0.8	723	598	K		hargrave 2021-06-10 14:43:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-48
PF18-48a	PF18-48a_LP-DIR-T	PF18-48		hdt	217.3	59.1	3	15	0	0.0	2.9	968	933	K		hargrave 2021-06-10 14:43:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-48
PF18-48a	PF18-48a_LP-DIR-T	PF18-48		lt	193.7	53.8	3	4	-1	22.2	2.5	473	323	K		hargrave 2021-06-10 14:43:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-48
PF18-48a	PF18-48a_LP-DIR-T	PF18-48		mt	148.2	36.5	3	5	-1	3.4	0.8	723	598	K		hargrave 2021-06-10 14:43:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-48
PF18-48a	PF18-48a_LP-DIR-T	PF18-48		hdt	145.3	37.0	3	15	-1	0.0	2.9	968	933	K		hargrave 2021-06-10 14:43:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-48
PF18-48a		PF18-48																	This study			0.0072900000000000005	Potato River Falls	PF18-48
PF18-49a	PF18-49a_LP-DIR-T	PF18-49		lt	323.2	-3.1	3	3	100	17.5	8.4	423	323	K		hargrave 2021-06-10 14:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-49
PF18-49a	PF18-49a_LP-DIR-T	PF18-49		hdt	294.7	9.7	3	15	100	0.0	2.8	968	933	K		hargrave 2021-06-10 14:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-49
PF18-49a	PF18-49a_LP-DIR-T	PF18-49		mt	221.9	70.3	3	13	0	2.3	5.0	853	598	K		hargrave 2021-06-10 14:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-49
PF18-49a	PF18-49a_LP-DIR-T	PF18-49		hdt	216.4	73.4	3	15	0	0.0	2.8	968	933	K		hargrave 2021-06-10 14:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-49
PF18-49a	PF18-49a_LP-DIR-T	PF18-49		hdt	169.7	50.3	3	15	-1	0.0	2.8	968	933	K		hargrave 2021-06-10 14:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-49
PF18-49a	PF18-49a_LP-DIR-T	PF18-49		mt	171.2	46.9	3	13	-1	2.3	5.0	853	598	K		hargrave 2021-06-10 14:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-49
PF18-49a	PF18-49a_LP-DIR-T	PF18-49		lt	222.9	68.2	3	3	-1	17.5	8.4	423	323	K		hargrave 2021-06-10 14:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-49
PF18-49a		PF18-49																	This study			0.0069900000000000006	Potato River Falls	PF18-49
PF18-49a	PF18-49a_LP-DIR-T	PF18-49		lt	356.9	73.5	3	3	0	17.5	8.4	423	323	K		hargrave 2021-06-10 14:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-49
PF18-49a	PF18-49a_LP-DIR-T	PF18-49		mt	291.7	8.0	3	13	100	2.3	5.0	853	598	K		hargrave 2021-06-10 14:45:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-49
PF18-4a	PF18-4a_LP-DIR-T	PF18-4		hdt	234.6	42.9	3	12	-1	0.0	10.9	968	945	K		hargrave 2021-06-10 13:29:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-4
PF18-4a	PF18-4a_LP-DIR-T	PF18-4		lt	115.5	86.9	3	3	-1	34.1	2.3	523	423	K		hargrave 2021-06-10 13:29:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-4
PF18-4a	PF18-4a_LP-DIR-T	PF18-4		hct	244.7	50.6	3	14	-1	2.7	8.5	923	773	K		hargrave 2021-06-10 13:29:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-4
PF18-4a	PF18-4a_LP-DIR-T	PF18-4		hdt	223.0	49.0	3	12	0	0.0	10.9	968	945	K		hargrave 2021-06-10 13:29:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-4
PF18-4a	PF18-4a_LP-DIR-T	PF18-4		lt	352.4	79.0	3	3	0	34.1	2.3	523	423	K		hargrave 2021-06-10 13:29:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-4
PF18-4a	PF18-4a_LP-DIR-T	PF18-4		hdt	270.3	5.5	3	12	100	0.0	10.9	968	945	K		hargrave 2021-06-10 13:29:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-4
PF18-4a	PF18-4a_LP-DIR-T	PF18-4		lt	318.7	0.2	3	3	100	34.1	2.3	523	423	K		hargrave 2021-06-10 13:29:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-4
PF18-4a	PF18-4a_LP-DIR-T	PF18-4		hct	277.3	-2.0	3	14	100	2.7	8.5	923	773	K		hargrave 2021-06-10 13:29:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-4
PF18-4a	PF18-4a_LP-DIR-T	PF18-4		hct	237.3	54.3	3	14	0	2.7	8.5	923	773	K		hargrave 2021-06-10 13:29:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-4
PF18-4a		PF18-4																	This study			0.00645	Potato River Falls	PF18-4
PF18-50a	PF18-50a_LP-DIR-T	PF18-50		hdt	183.2	31.5	3	15	-1	0.0	11.0	968	933	K		hargrave 2021-06-10 14:47:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-50
PF18-50a	PF18-50a_LP-DIR-T	PF18-50		lt	356.1	67.3	3	3	0	13.3	1.0	423	323	K		hargrave 2021-06-10 14:47:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-50
PF18-50a	PF18-50a_LP-DIR-T	PF18-50		mht	275.5	53.1	3	12	0	11.5	6.3	903	773	K		hargrave 2021-06-10 14:47:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-50
PF18-50a	PF18-50a_LP-DIR-T	PF18-50		hdt	234.2	61.4	3	15	0	0.0	11.0	968	933	K		hargrave 2021-06-10 14:47:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-50
PF18-50a	PF18-50a_LP-DIR-T	PF18-50		lt	327.4	-7.7	3	3	100	13.3	1.0	423	323	K		hargrave 2021-06-10 14:47:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-50
PF18-50a	PF18-50a_LP-DIR-T	PF18-50		mht	289.2	-21.2	3	12	100	11.5	6.3	903	773	K		hargrave 2021-06-10 14:47:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-50
PF18-50a	PF18-50a_LP-DIR-T	PF18-50		hdt	283.7	1.5	3	15	100	0.0	11.0	968	933	K		hargrave 2021-06-10 14:47:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-50
PF18-50a	PF18-50a_LP-DIR-T	PF18-50		mht	210.2	29.2	3	12	-1	11.5	6.3	903	773	K		hargrave 2021-06-10 14:47:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-50
PF18-50a	PF18-50a_LP-DIR-T	PF18-50		lt	229.9	66.5	3	3	-1	13.3	1.0	423	323	K		hargrave 2021-06-10 14:47:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-50
PF18-50a		PF18-50																	This study			0.012490000000000001	Potato River Falls	PF18-50
PF18-51b	PF18-51b_LP-DIR-T	PF18-51		lt	193.2	46.6	3	3	-1	16.2	0.3	473	373	K		hargrave 2021-06-10 14:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-51
PF18-51b		PF18-51																	This study			0.01212	Potato River Falls	PF18-51
PF18-51b	PF18-51b_LP-DIR-T	PF18-51		hdt	191.9	4.8	3	15	-1	0.0	8.3	968	933	K		hargrave 2021-06-10 14:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-51
PF18-51b	PF18-51b_LP-DIR-T	PF18-51		mht	207.3	14.1	3	12	-1	10.0	5.7	903	773	K		hargrave 2021-06-10 14:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-51
PF18-51b	PF18-51b_LP-DIR-T	PF18-51		lt	358.9	70.5	3	3	0	16.2	0.3	473	373	K		hargrave 2021-06-10 14:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-51
PF18-51b	PF18-51b_LP-DIR-T	PF18-51		mht	270.5	60.3	3	12	0	10.0	5.7	903	773	K		hargrave 2021-06-10 14:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-51
PF18-51b	PF18-51b_LP-DIR-T	PF18-51		lt	325.8	-4.8	3	3	100	16.2	0.3	473	373	K		hargrave 2021-06-10 14:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-51
PF18-51b	PF18-51b_LP-DIR-T	PF18-51		hdt	284.5	2.3	3	15	100	0.0	8.3	968	933	K		hargrave 2021-06-10 14:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-51
PF18-51b	PF18-51b_LP-DIR-T	PF18-51		mht	291.9	-13.9	3	12	100	10.0	5.7	903	773	K		hargrave 2021-06-10 14:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-51
PF18-51b	PF18-51b_LP-DIR-T	PF18-51		hdt	233.1	62.4	3	15	0	0.0	8.3	968	933	K		hargrave 2021-06-10 14:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-51
PF18-52b	PF18-52b_LP-DIR-T	PF18-52		mht	190.0	49.9	3	10	-1	11.3	2.9	883	773	K		hargrave 2021-06-10 14:51:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-52
PF18-52b	PF18-52b_LP-DIR-T	PF18-52		lt	244.9	70.0	3	4	-1	23.2	4.0	523	373	K		hargrave 2021-06-10 14:51:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-52
PF18-52b	PF18-52b_LP-DIR-T	PF18-52		lt	359.6	71.2	3	4	0	23.2	4.0	523	373	K		hargrave 2021-06-10 14:51:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-52
PF18-52b	PF18-52b_LP-DIR-T	PF18-52		mht	268.5	63.6	3	10	0	11.3	2.9	883	773	K		hargrave 2021-06-10 14:51:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-52
PF18-52b	PF18-52b_LP-DIR-T	PF18-52		hdt	284.7	9.0	3	17	100	0.0	9.8	968	913	K		hargrave 2021-06-10 14:51:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-52
PF18-52b	PF18-52b_LP-DIR-T	PF18-52		lt	325.4	-4.1	3	4	100	23.2	4.0	523	373	K		hargrave 2021-06-10 14:51:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-52
PF18-52b	PF18-52b_LP-DIR-T	PF18-52		mht	293.5	-10.8	3	10	100	11.3	2.9	883	773	K		hargrave 2021-06-10 14:51:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-52
PF18-52b	PF18-52b_LP-DIR-T	PF18-52		hdt	155.5	51.3	3	17	-1	0.0	9.8	968	913	K		hargrave 2021-06-10 14:51:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-52
PF18-52b	PF18-52b_LP-DIR-T	PF18-52		hdt	218.5	63.5	3	17	0	0.0	9.8	968	913	K		hargrave 2021-06-10 14:51:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-52
PF18-52b		PF18-52																	This study			0.01011	Potato River Falls	PF18-52
PF18-53a		PF18-53																	This study			0.00812	Potato River Falls	PF18-53
PF18-53a	PF18-53a_LP-DIR-T	PF18-53		mt	175.8	41.1	2	4	-1	5.5	6.0	863	833	K		hargrave 2021-06-10 14:53:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-53
PF18-53a	PF18-53a_LP-DIR-T	PF18-53		hdt	187.1	38.8	2	17	-1	0.0	6.4	968	913	K		hargrave 2021-06-10 14:53:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-53
PF18-53a	PF18-53a_LP-DIR-T	PF18-53		mt	199.8	71.0	2	4	0	5.5	6.0	863	833	K		hargrave 2021-06-10 14:53:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-53
PF18-53a	PF18-53a_LP-DIR-T	PF18-53		hdt	224.8	68.4	2	17	0	0.0	6.4	968	913	K		hargrave 2021-06-10 14:53:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-53
PF18-53a	PF18-53a_LP-DIR-T	PF18-53		mt	293.2	15.1	2	4	100	5.5	6.0	863	833	K		hargrave 2021-06-10 14:53:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-53
PF18-53a	PF18-53a_LP-DIR-T	PF18-53		hdt	289.7	6.8	2	17	100	0.0	6.4	968	913	K		hargrave 2021-06-10 14:53:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-53
PF18-54a	PF18-54a_LP-DIR-T	PF18-54		mt	227.9	63.3	3	4	0	9.4	12.2	863	833	K		hargrave 2021-06-10 14:55:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-54
PF18-54a		PF18-54																	This study			0.0072299999999999994	Potato River Falls	PF18-54
PF18-54a	PF18-54a_LP-DIR-T	PF18-54		mt	189.0	27.2	3	4	-1	9.4	12.2	863	833	K		hargrave 2021-06-10 14:55:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-54
PF18-54a	PF18-54a_LP-DIR-T	PF18-54		lt	201.3	62.1	3	4	-1	24.1	3.6	473	323	K		hargrave 2021-06-10 14:55:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-54
